Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total
147 0.00000E+00 4.60668E-22 1.92294E-22 2.23907E-26 1.35800E-33 1.84207E-27 2.80771E-28 6.52986E-22
148 0.00000E+00 4.60668E-22 1.92294E-22 2.23907E-26 1.35813E-33 1.84225E-27 2.80798E-28 6.52986E-22
149 0.00000E+00 4.60668E-22 1.92294E-22 2.23908E-26 1.35827E-33 1.84243E-27 2.80826E-28 6.52986E-22
150 0.00000E+00 4.60668E-22 1.92294E-22 2.23908E-26 1.35840E-33 1.84261E-27 2.80853E-28 6.52986E-22
151 0.00000E+00 4.60668E-22 1.92294E-22 2.23908E-26 1.35854E-33 1.84279E-27 2.80881E-28 6.52986E-22
152 0.00000E+00 4.60667E-22 1.92294E-22 2.23909E-26 1.35866E-33 1.84296E-27 2.80907E-28 6.52986E-22
153 0.00000E+00 4.60667E-22 1.92293E-22 2.23909E-26 1.35880E-33 1.84314E-27 2.80934E-28 6.52985E-22
154 0.00000E+00 4.60667E-22 1.92293E-22 2.23910E-26 1.35893E-33 1.84332E-27 2.80962E-28 6.52985E-22
155 0.00000E+00 4.60667E-22 1.92293E-22 2.23910E-26 1.35907E-33 1.84350E-27 2.80989E-28 6.52985E-22
156 0.00000E+00 4.60667E-22 1.92293E-22 2.23910E-26 1.35920E-33 1.84368E-27 2.81017E-28 6.52985E-22
157 0.00000E+00 4.60667E-22 1.92293E-22 2.23911E-26 1.35933E-33 1.84386E-27 2.81044E-28 6.52985E-22
158 0.00000E+00 4.60667E-22 1.92293E-22 2.23911E-26 1.35947E-33 1.84404E-27 2.81072E-28 6.52985E-22
159 0.00000E+00 4.60667E-22 1.92293E-22 2.23912E-26 1.35960E-33 1.84422E-27 2.81099E-28 6.52985E-22
160 0.00000E+00 4.60667E-22 1.92293E-22 2.23912E-26 1.35974E-33 1.84441E-27 2.81127E-28 6.52985E-22
161 0.00000E+00 4.60667E-22 1.92293E-22 2.23912E-26 1.35987E-33 1.84459E-27 2.81154E-28 6.52985E-22
