Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
121 4.32696E-49 6.00802E-19 7.21056E-17 6.09945E-26 5.82202E-33 1.20381E-22 3.93300E-22 7.27069E-17
122 4.32692E-49 6.00802E-19 7.21056E-17 6.09945E-26 5.82203E-33 1.20381E-22 3.93300E-22 7.27069E-17
123 4.32688E-49 6.00802E-19 7.21056E-17 6.09945E-26 5.82203E-33 1.20381E-22 3.93300E-22 7.27069E-17
124 4.32685E-49 6.00802E-19 7.21056E-17 6.09946E-26 5.82204E-33 1.20381E-22 3.93301E-22 7.27069E-17
125 4.32681E-49 6.00802E-19 7.21056E-17 6.09946E-26 5.82204E-33 1.20381E-22 3.93301E-22 7.27069E-17
126 4.32677E-49 6.00802E-19 7.21056E-17 6.09946E-26 5.82205E-33 1.20381E-22 3.93301E-22 7.27069E-17
127 4.32674E-49 6.00802E-19 7.21056E-17 6.09947E-26 5.82206E-33 1.20381E-22 3.93301E-22 7.27069E-17
128 4.32670E-49 6.00802E-19 7.21056E-17 6.09947E-26 5.82206E-33 1.20381E-22 3.93301E-22 7.27069E-17
129 4.32666E-49 6.00802E-19 7.21056E-17 6.09948E-26 5.82207E-33 1.20381E-22 3.93301E-22 7.27069E-17
130 4.32662E-49 6.00802E-19 7.21056E-17 6.09948E-26 5.82207E-33 1.20381E-22 3.93302E-22 7.27069E-17
131 4.32659E-49 6.00802E-19 7.21056E-17 6.09948E-26 5.82208E-33 1.20381E-22 3.93302E-22 7.27069E-17
132 4.32655E-49 6.00802E-19 7.21056E-17 6.09949E-26 5.82209E-33 1.20381E-22 3.93302E-22 7.27069E-17
133 4.32651E-49 6.00802E-19 7.21056E-17 6.09949E-26 5.82209E-33 1.20381E-22 3.93302E-22 7.27069E-17
134 4.32647E-49 6.00802E-19 7.21056E-17 6.09949E-26 5.82210E-33 1.20382E-22 3.93302E-22 7.27069E-17
135 4.32643E-49 6.00802E-19 7.21056E-17 6.09950E-26 5.82211E-33 1.20382E-22 3.93303E-22 7.27069E-17
136 4.32640E-49 6.00802E-19 7.21056E-17 6.09950E-26 5.82211E-33 1.20382E-22 3.93303E-22 7.27069E-17
137 4.32636E-49 6.00802E-19 7.21056E-17 6.09950E-26 5.82212E-33 1.20382E-22 3.93303E-22 7.27069E-17
138 4.32632E-49 6.00802E-19 7.21056E-17 6.09951E-26 5.82212E-33 1.20382E-22 3.93303E-22 7.27069E-17
139 4.32628E-49 6.00802E-19 7.21056E-17 6.09951E-26 5.82213E-33 1.20382E-22 3.93303E-22 7.27069E-17
140 4.32625E-49 6.00802E-19 7.21056E-17 6.09952E-26 5.82214E-33 1.20382E-22 3.93303E-22 7.27069E-17
141 4.32621E-49 6.00802E-19 7.21056E-17 6.09952E-26 5.82214E-33 1.20382E-22 3.93304E-22 7.27069E-17
142 4.32617E-49 6.00802E-19 7.21056E-17 6.09952E-26 5.82215E-33 1.20382E-22 3.93304E-22 7.27069E-17
143 4.32614E-49 6.00802E-19 7.21056E-17 6.09953E-26 5.82215E-33 1.20382E-22 3.93304E-22 7.27069E-17
144 4.32610E-49 6.00802E-19 7.21056E-17 6.09953E-26 5.82216E-33 1.20382E-22 3.93304E-22 7.27069E-17
145 4.32606E-49 6.00802E-19 7.21056E-17 6.09953E-26 5.82217E-33 1.20382E-22 3.93304E-22 7.27069E-17
146 4.32603E-49 6.00802E-19 7.21056E-17 6.09953E-26 5.82217E-33 1.20382E-22 3.93305E-22 7.27069E-17
147 4.32599E-49 6.00802E-19 7.21056E-17 6.09954E-26 5.82218E-33 1.20382E-22 3.93305E-22 7.27069E-17
148 4.32595E-49 6.00802E-19 7.21056E-17 6.09954E-26 5.82218E-33 1.20382E-22 3.93305E-22 7.27069E-17
149 4.32591E-49 6.00802E-19 7.21056E-17 6.09955E-26 5.82219E-33 1.20382E-22 3.93305E-22 7.27069E-17
150 4.32588E-49 6.00802E-19 7.21055E-17 6.09955E-26 5.82220E-33 1.20382E-22 3.93305E-22 7.27069E-17
151 4.32584E-49 6.00802E-19 7.21055E-17 6.09955E-26 5.82220E-33 1.20382E-22 3.93305E-22 7.27069E-17
152 4.32580E-49 6.00802E-19 7.21055E-17 6.09955E-26 5.82221E-33 1.20382E-22 3.93306E-22 7.27069E-17
153 4.32577E-49 6.00802E-19 7.21055E-17 6.09956E-26 5.82221E-33 1.20383E-22 3.93306E-22 7.27069E-17
154 4.32573E-49 6.00802E-19 7.21055E-17 6.09956E-26 5.82222E-33 1.20383E-22 3.93306E-22 7.27069E-17
155 4.32569E-49 6.00802E-19 7.21055E-17 6.09957E-26 5.82223E-33 1.20383E-22 3.93306E-22 7.27069E-17
156 4.32566E-49 6.00802E-19 7.21055E-17 6.09957E-26 5.82223E-33 1.20383E-22 3.93306E-22 7.27069E-17
157 4.32562E-49 6.00802E-19 7.21055E-17 6.09957E-26 5.82224E-33 1.20383E-22 3.93307E-22 7.27069E-17
158 4.32558E-49 6.00802E-19 7.21055E-17 6.09958E-26 5.82224E-33 1.20383E-22 3.93307E-22 7.27068E-17
159 4.32554E-49 6.00802E-19 7.21055E-17 6.09958E-26 5.82225E-33 1.20383E-22 3.93307E-22 7.27068E-17
