Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
127 0.00000E+00 2.15099E-22 1.89374E-23 1.22536E-25 1.40891E-31 1.48889E-28 1.22110E-31 2.34159E-22
128 0.00000E+00 2.15099E-22 1.89374E-23 1.22536E-25 1.40967E-31 1.48968E-28 1.22178E-31 2.34159E-22
129 0.00000E+00 2.15099E-22 1.89374E-23 1.22537E-25 1.41042E-31 1.49048E-28 1.22243E-31 2.34159E-22
130 0.00000E+00 2.15099E-22 1.89374E-23 1.22537E-25 1.41118E-31 1.49128E-28 1.22334E-31 2.34159E-22
131 0.00000E+00 2.15099E-22 1.89374E-23 1.22538E-25 1.41194E-31 1.49208E-28 1.22422E-31 2.34159E-22
132 0.00000E+00 2.15099E-22 1.89374E-23 1.22538E-25 1.41265E-31 1.49283E-28 1.22556E-31 2.34159E-22
133 0.00000E+00 2.15098E-22 1.89374E-23 1.22539E-25 1.41340E-31 1.49363E-28 1.22507E-31 2.34159E-22
134 0.00000E+00 2.15098E-22 1.89374E-23 1.22540E-25 1.41416E-31 1.49443E-28 1.22557E-31 2.34158E-22
135 0.00000E+00 2.15098E-22 1.89374E-23 1.22540E-25 1.41492E-31 1.49523E-28 1.22652E-31 2.34158E-22
136 0.00000E+00 2.15098E-22 1.89374E-23 1.22541E-25 1.41569E-31 1.49604E-28 1.22708E-31 2.34158E-22
137 0.00000E+00 2.15098E-22 1.89373E-23 1.22541E-25 1.41645E-31 1.49684E-28 1.22812E-31 2.34158E-22
138 0.00000E+00 2.15098E-22 1.89373E-23 1.22542E-25 1.41721E-31 1.49764E-28 1.22942E-31 2.34158E-22
139 0.00000E+00 2.15098E-22 1.89373E-23 1.22542E-25 1.41797E-31 1.49845E-28 1.22909E-31 2.34158E-22
140 0.00000E+00 2.15098E-22 1.89373E-23 1.22543E-25 1.41874E-31 1.49926E-28 1.22964E-31 2.34158E-22
141 0.00000E+00 2.15098E-22 1.89373E-23 1.22543E-25 1.41950E-31 1.50006E-28 1.23053E-31 2.34158E-22
142 0.00000E+00 2.15098E-22 1.89373E-23 1.22544E-25 1.42022E-31 1.50082E-28 1.23104E-31 2.34158E-22
143 0.00000E+00 2.15098E-22 1.89373E-23 1.22544E-25 1.42099E-31 1.50163E-28 1.23178E-31 2.34158E-22
144 0.00000E+00 2.15098E-22 1.89373E-23 1.22544E-25 1.42176E-31 1.50244E-28 1.23261E-31 2.34158E-22
145 0.00000E+00 2.15098E-22 1.89373E-23 1.22545E-25 1.42252E-31 1.50325E-28 1.23361E-31 2.34158E-22
146 0.00000E+00 2.15097E-22 1.89373E-23 1.22545E-25 1.42329E-31 1.50406E-28 1.23355E-31 2.34157E-22
147 0.00000E+00 2.15097E-22 1.89372E-23 1.22546E-25 1.42406E-31 1.50487E-28 1.23424E-31 2.34157E-22
148 0.00000E+00 2.15097E-22 1.89372E-23 1.22546E-25 1.42483E-31 1.50569E-28 1.23532E-31 2.34157E-22
149 0.00000E+00 2.15097E-22 1.89372E-23 1.22547E-25 1.42561E-31 1.50650E-28 1.23582E-31 2.34157E-22
150 0.00000E+00 2.15097E-22 1.89372E-23 1.22547E-25 1.42638E-31 1.50732E-28 1.23678E-31 2.34157E-22
151 0.00000E+00 2.15097E-22 1.89372E-23 1.22548E-25 1.42715E-31 1.50813E-28 1.23690E-31 2.34157E-22
