Particle Photoelectic H2Form H2Pumping H2Photodis CIPhotoion Cosmic-Rays Turbulence Chemistry Gas-Grain Coulomb Total 
114 1.60137E-22 1.45857E-22 8.28405E-33 3.89093E-23 6.38637E-25 3.59100E-26 7.00000E-26 4.68139E-27 -2.45700E-25 0.00000E+00 3.45407E-22
115 1.60137E-22 1.45857E-22 8.28867E-33 3.89092E-23 6.38637E-25 3.59301E-26 7.00000E-26 4.68402E-27 -2.45700E-25 0.00000E+00 3.45407E-22
116 1.60137E-22 1.45857E-22 8.29329E-33 3.89092E-23 6.38636E-25 3.59502E-26 7.00000E-26 4.68664E-27 -2.45700E-25 0.00000E+00 3.45407E-22
117 1.60137E-22 1.45857E-22 8.29792E-33 3.89092E-23 6.38636E-25 3.59703E-26 7.00000E-26 4.68927E-27 -2.45700E-25 0.00000E+00 3.45406E-22
118 1.60136E-22 1.45857E-22 8.30255E-33 3.89091E-23 6.38636E-25 3.59904E-26 7.00000E-26 4.69190E-27 -2.45700E-25 0.00000E+00 3.45406E-22
119 1.60136E-22 1.45857E-22 8.30719E-33 3.89091E-23 6.38635E-25 3.60105E-26 7.00000E-26 4.69453E-27 -2.45700E-25 0.00000E+00 3.45406E-22
120 1.60136E-22 1.45857E-22 8.31183E-33 3.89091E-23 6.38635E-25 3.60307E-26 7.00000E-26 4.69717E-27 -2.45700E-25 0.00000E+00 3.45406E-22
121 1.60136E-22 1.45857E-22 8.31619E-33 3.89090E-23 6.38635E-25 3.60496E-26 7.00000E-26 4.69964E-27 -2.45700E-25 0.00000E+00 3.45405E-22
122 1.60136E-22 1.45856E-22 8.32085E-33 3.89090E-23 6.38634E-25 3.60698E-26 7.00000E-26 4.70228E-27 -2.45699E-25 0.00000E+00 3.45405E-22
123 1.60136E-22 1.45856E-22 8.32551E-33 3.89090E-23 6.38634E-25 3.60901E-26 7.00000E-26 4.70492E-27 -2.45699E-25 0.00000E+00 3.45405E-22
124 1.60136E-22 1.45856E-22 8.33017E-33 3.89089E-23 6.38633E-25 3.61103E-26 7.00000E-26 4.70757E-27 -2.45699E-25 0.00000E+00 3.45405E-22
125 1.60136E-22 1.45856E-22 8.33484E-33 3.89089E-23 6.38633E-25 3.61306E-26 7.00000E-26 4.71022E-27 -2.45699E-25 0.00000E+00 3.45404E-22
126 1.60135E-22 1.45856E-22 8.33951E-33 3.89089E-23 6.38633E-25 3.61509E-26 7.00000E-26 4.71288E-27 -2.45699E-25 0.00000E+00 3.45404E-22
127 1.60135E-22 1.45856E-22 8.34419E-33 3.89088E-23 6.38632E-25 3.61713E-26 7.00000E-26 4.71553E-27 -2.45699E-25 0.00000E+00 3.45404E-22
128 1.60135E-22 1.45856E-22 8.34888E-33 3.89088E-23 6.38632E-25 3.61916E-26 7.00000E-26 4.71819E-27 -2.45699E-25 0.00000E+00 3.45404E-22
129 1.60135E-22 1.45856E-22 8.35357E-33 3.89088E-23 6.38632E-25 3.62120E-26 7.00000E-26 4.72085E-27 -2.45699E-25 0.00000E+00 3.45403E-22
130 1.60135E-22 1.45855E-22 8.35826E-33 3.89087E-23 6.38631E-25 3.62324E-26 7.00000E-26 4.72352E-27 -2.45699E-25 0.00000E+00 3.45403E-22
131 1.60135E-22 1.45855E-22 8.36296E-33 3.89087E-23 6.38631E-25 3.62528E-26 7.00000E-26 4.72619E-27 -2.45699E-25 0.00000E+00 3.45403E-22
132 1.60135E-22 1.45855E-22 8.36738E-33 3.89086E-23 6.38631E-25 3.62720E-26 7.00000E-26 4.72869E-27 -2.45699E-25 0.00000E+00 3.45402E-22
133 1.60135E-22 1.45855E-22 8.37209E-33 3.89086E-23 6.38630E-25 3.62924E-26 7.00000E-26 4.73137E-27 -2.45699E-25 0.00000E+00 3.45402E-22
134 1.60134E-22 1.45855E-22 8.37680E-33 3.89086E-23 6.38630E-25 3.63129E-26 7.00000E-26 4.73404E-27 -2.45699E-25 0.00000E+00 3.45402E-22
135 1.60134E-22 1.45855E-22 8.38152E-33 3.89085E-23 6.38630E-25 3.63334E-26 7.00000E-26 4.73672E-27 -2.45699E-25 0.00000E+00 3.45402E-22
136 1.60134E-22 1.45855E-22 8.38625E-33 3.89085E-23 6.38629E-25 3.63539E-26 7.00000E-26 4.73941E-27 -2.45699E-25 0.00000E+00 3.45401E-22
137 1.60134E-22 1.45855E-22 8.39098E-33 3.89085E-23 6.38629E-25 3.63745E-26 7.00000E-26 4.74209E-27 -2.45698E-25 0.00000E+00 3.45401E-22
138 1.60134E-22 1.45854E-22 8.39572E-33 3.89084E-23 6.38629E-25 3.63951E-26 7.00000E-26 4.74478E-27 -2.45698E-25 0.00000E+00 3.45401E-22
139 1.60134E-22 1.45854E-22 8.40046E-33 3.89084E-23 6.38628E-25 3.64157E-26 7.00000E-26 4.74748E-27 -2.45698E-25 0.00000E+00 3.45401E-22
140 1.60134E-22 1.45854E-22 8.40521E-33 3.89084E-23 6.38628E-25 3.64363E-26 7.00000E-26 4.75017E-27 -2.45698E-25 0.00000E+00 3.45400E-22
141 1.60134E-22 1.45854E-22 8.40997E-33 3.89083E-23 6.38627E-25 3.64570E-26 7.00000E-26 4.75287E-27 -2.45698E-25 0.00000E+00 3.45400E-22
142 1.60134E-22 1.45854E-22 8.41443E-33 3.89083E-23 6.38627E-25 3.64763E-26 7.00000E-26 4.75540E-27 -2.45698E-25 0.00000E+00 3.45400E-22
143 1.60133E-22 1.45854E-22 8.41919E-33 3.89083E-23 6.38627E-25 3.64970E-26 7.00000E-26 4.75811E-27 -2.45698E-25 0.00000E+00 3.45400E-22
144 1.60133E-22 1.45854E-22 8.42396E-33 3.89082E-23 6.38626E-25 3.65177E-26 7.00000E-26 4.76082E-27 -2.45698E-25 0.00000E+00 3.45399E-22
145 1.60133E-22 1.45854E-22 8.42874E-33 3.89082E-23 6.38626E-25 3.65385E-26 7.00000E-26 4.76353E-27 -2.45698E-25 0.00000E+00 3.45399E-22
146 1.60133E-22 1.45853E-22 8.43352E-33 3.89082E-23 6.38626E-25 3.65592E-26 7.00000E-26 4.76624E-27 -2.45698E-25 0.00000E+00 3.45399E-22
147 1.60133E-22 1.45853E-22 8.43830E-33 3.89081E-23 6.38625E-25 3.65800E-26 7.00000E-26 4.76896E-27 -2.45698E-25 0.00000E+00 3.45399E-22
148 1.60133E-22 1.45853E-22 8.44309E-33 3.89081E-23 6.38625E-25 3.66008E-26 7.00000E-26 4.77168E-27 -2.45698E-25 0.00000E+00 3.45398E-22
149 1.60133E-22 1.45853E-22 8.44789E-33 3.89081E-23 6.38625E-25 3.66217E-26 7.00000E-26 4.77440E-27 -2.45698E-25 0.00000E+00 3.45398E-22
